"""sitename"""	"""siteengname"""	SO2 Average 	Maximum	X	Y	Xtwd	Ytwd	Months 
??	Fuxing	1.78	10.5	120.312017	22.608711	179270.4418	2501118.895	8
??	Puli	2.19	6	120.967903	23.968842	246733.614	2651572.87	8
??	Matsu	1.77	5.8	119.9314938	26.15188416	143168.4096	2893811.43	8
??	Kinmen	1.26	3.5	118.312256	24.432133	-22600.7287	2705527.895	8
??	Magong	2.31	4.3	119.566158	23.569031	103626.4632	2608028.345	8
??	Guanshan	1.46	3.7	121.161933	23.045083	266594.619	2549284.521	8
??	Mailiao	1.38	4.1	120.251825	23.753506	173733.7193	2627925.665	8
???	FugueiCape	2.73	10.7	121.5365689	25.29681695	173733.7193	2627925.665	8
??	Dacheng	2.11	6.2	120.2696417	23.85493056	175607.7527	2639149.039	8
??	Keelung	1.35	2.6	121.760056	25.129167	326641.0947	2780300.361	9
??	Xizhi	1.1	3.6	121.64081	25.06624	314649.5064	2773267.652	9
??	Wanli	1.81	4.2	121.689881	25.179667	319536.0581	2785856.183	9
??	Xindian	1.74	5.7	121.537778	24.977222	304293.8287	2763362.251	9
??	Tucheng	2.03	5.2	121.451861	24.982528	295617.6015	2763918.33	9
??	Banqiao	1.71	3.9	121.458667	25.012972	296293.3026	2767292.737	9
??	Xinzhuang	1.56	3.3	121.4325	25.037972	293643.389	2770053.158	9
??	Cailiao	2	4.2	121.481028	25.06895	298528.2	2773500.962	9
??	Linkou	2.19	4.8	121.3654898	25.07798949	286869.3782	2774465.731	9
??	Tamsui	1.61	4	121.449239	25.1645	295285.9191	2784073.597	9
??	Shilin	1.96	10	121.5166636	25.10334003	302108.7712	2777323.471	9
??	Zhongshan	1.88	5.1	121.526528	25.062361	303121.3595	2772788.228	9
??	Wanhua	1.46	5.74	121.507972	25.046503	301255.8092	2771024.55	9
??	Guting	1.63	3.4	121.529556	25.020608	303444.953	2768164.63	9
??	Songshan	1.7	3.8	121.578611	25.05	308381.9745	2771440.514	9
??	Datong	2.19	5.1	121.5134207	25.06331455	301798.5412	2772888.765	9
??	Taoyuan	1.94	8.1	121.3050053	24.9947107	280788.6456	2765226.36	9
??	Dayuan	1.46	4.9	121.2025147	25.06100357	270431.7556	2772549.774	9
??	Guanyin	1.44	3.9	121.0828309	25.03556747	258358.544	2769719.669	9
??	Pingzhen	0.23	3.4	121.203986	24.952786	270598.2355	2760563.563	9
??	Longtan	3.54	15	121.2164577	24.86400048	271873.2622	2750731.543	9
??	Hukou	3.43	21.6	121.0388689	24.90009696	253926.5933	2754712.78	9
??	Zhudong	2.11	4.7	121.0889549	24.74091408	258997.847	2737084.183	9
??	Hsinchu	2.65	8.6	120.9723675	24.8056356	247206.4037	2744249.997	9
??	Toufen	2.52	8.5	120.8986929	24.69690679	239749.1152	2732210.903	9
??	Miaoli	2.35	10.4	120.8201147	24.56499183	231778.9513	2717608.589	9
??	Sanyi		4.3	120.7595675	24.38248443	225610.8072	2697404.393	9
??	Fengyuan	1.85	4.5	120.7425241	24.25699731	223856.2162	2683509.479	9
??	Shalu		7.8	120.568794	24.225628	206204.9642	2680078.798	9
??	Dali	1.97	6.1	120.6784444	24.09961111	217309.5348	2666092.325	9
??	Zhongming	2.16	8.8	120.641092	24.151958	213526.9718	2671898.973	9
??	Xitun	1.67	4.2	120.616917	24.162197	211073.3337	2673039.462	9
??	Changhua	1.42	4.3	120.541519	24.066	203376.8957	2662408.563	9
??	Xianxi	2.09	6.3	120.469061	24.131672	196036.0031	2669707.797	9
??	Erlin	2.93	8.3	120.409653	23.925175	189901.7565	2646862.1	9
??	Nantou	1.89	6.3	120.685306	23.913	217960.9325	2645423.87	9
??	Douliu	1.3	6.7	120.544994	23.711853	203604.1387	2623186.376	9
??	Lunbei	1.22	5.5	120.348742	23.757547	183615.4515	2628324.597	9
??	Xingang	1.86	7.8	120.345531	23.554839	183185.239	2605876.77	9
??	Puzi	1.87	4.9	120.2478	23.46538	173155.6228	2596018.432	9
??	Taixi	3.56	21.3	120.1993333	23.702175	168350.7048	2622269.861	9
??	Chiayi	2.13	18.1	120.4412515	23.46477865	192918.7784	2595861.802	9
??	Xinying	5.24	17.7	120.31725	23.305633	180167.1651	2578292.065	9
??	Shanhua			120.2974053	23.11337642	178034.4504	2557010.964	9
??	Annan	3.01	7.4	120.2175	23.048197	169810.9055	2549834.555	9
??	Tainan	2.68	11.9	120.22085	22.99123	170120.6725	2543524.177	9
??	Meinong	2.62	8.2	120.530542	22.883583	201833.2379	2531468.788	9
??	Qiaotou	2.67	11.2	120.305689	22.757506	178696.8572	2517598.62	9
??	Renwu	2.84	13.7	120.332631	22.689056	181429.6846	2510006.131	9
??	Fengshan	1.98	6.8	120.357422	22.628126	183947.8166	2503247.93	9
??	Daliao	2.74	8	120.425311	22.56413611	190899.162	2496133.724	9
??	Linyuan	2.32	6.7	120.41175	22.4795	189467.6618	2486767.36	9
??	Nanzi	2.64	7.5	120.328289	22.733667	181005.9027	2514948.11	9
??	Zuoying	2.67	7.5	120.292917	22.674861	177341.558	2508453.136	9
??	Qianjin	2.74	11.1	120.2867611	22.63390278	176687.2193	2503920.683	9
??	Qianzhen	3.1	9.9	120.3083336	22.6044507	178889.5598	22.6044507	9
??	Xiaogang	1.78	5.9	120.337736	22.565833	181893.5435	2496358.931	9
??	Pingtung	3.01	14.7	120.488033	22.673081	197391.0605	2508173.804	9
??	Chaozhou	2.68	6.2	120.561175	22.523108	204858.2576	2491543.305	9
??	Hengchun	2.4	9.2	120.788928	21.958069	228199.9944	2428929.591	9
??	Taitung	3.17	11.7	121.15045	22.755358	265450.6396	2517201.492	9
??	Hualien	3.03	14.3	121.599769	23.971306	311035.7319	2651975.171	9
??	Yangming	2.78	31.5	121.529583	25.182722	303377.2655	2786121.42	9
??	Yilan	3.08	17.5	121.746394	24.747917	325495.3942	2738062.753	9
??	Dongshan	2.99	9.5	121.792928	24.632203	330276.4487	2725272.259	9
??	Sanchong	2.81	9.3	121.493806	25.072611	299815.8397	2773911.122	9
??	Zhongli	3.08	18.5	121.221667	24.953278	272383.556	2760620.856	9
??	Zhushan	2.43	11.4	120.677306	23.756389	217106.971	2628081.672	9
??	Yonghe	1.06	1.8	121.516306	25.017	302109.2082	2767759.828	9
??	Fuxing	2.05	9	120.312017	22.608711	179270.4418	2501118.895	9
??	Puli	2.06	7.1	120.967903	23.968842	246733.614	2651572.87	9
??	Matsu	1.56	4.3	119.9314938	26.15188416	143168.4096	2893811.43	9
??	Kinmen	1.19	4.1	118.312256	24.432133	-22600.7287	2705527.895	9
??	Magong	1.2	3.2	119.566158	23.569031	103626.4632	2608028.345	9
??	Guanshan	1.1	2.3	121.161933	23.045083	266594.619	2549284.521	9
??	Mailiao	1.47	4	120.251825	23.753506	173733.7193	2627925.665	9
???	FugueiCape	2.42	8.4	121.5365689	25.29681695	173733.7193	2627925.665	9
??	Dacheng	1.74	6.6	120.2696417	23.85493056	175607.7527	2639149.039	9
??	Keelung	1.49	7.4	121.760056	25.129167	326641.0947	2780300.361	10
??	Xizhi	1.23	4.6	121.64081	25.06624	314649.5064	2773267.652	10
??	Wanli	1.89	8	121.689881	25.179667	319536.0581	2785856.183	10
??	Xindian	1.92	5.3	121.537778	24.977222	304293.8287	2763362.251	10
??	Tucheng	2.1	7.3	121.451861	24.982528	295617.6015	2763918.33	10
??	Banqiao	1.76	5.2	121.458667	25.012972	296293.3026	2767292.737	10
??	Xinzhuang	1.73	5.7	121.4325	25.037972	293643.389	2770053.158	10
??	Cailiao	2.19	9.4	121.481028	25.06895	298528.2	2773500.962	10
??	Linkou	2.27	7.3	121.3654898	25.07798949	286869.3782	2774465.731	10
??	Tamsui	1.03	9.5	121.449239	25.1645	295285.9191	2784073.597	10
??	Shilin	2.2	18.7	121.5166636	25.10334003	302108.7712	2777323.471	10
??	Zhongshan	1.78	5.1	121.526528	25.062361	303121.3595	2772788.228	10
??	Wanhua	1.78	5.05	121.507972	25.046503	301255.8092	2771024.55	10
??	Guting	1.49	7.2	121.529556	25.020608	303444.953	2768164.63	10
??	Songshan	1.67	8.9	121.578611	25.05	308381.9745	2771440.514	10
??	Datong	2.26	14.7	121.5134207	25.06331455	301798.5412	2772888.765	10
??	Taoyuan	2.06	7.6	121.3050053	24.9947107	280788.6456	2765226.36	10
??	Dayuan	1.6	6.2	121.2025147	25.06100357	270431.7556	2772549.774	10
??	Guanyin	1.55	5.9	121.0828309	25.03556747	258358.544	2769719.669	10
??	Pingzhen	0.33	2.7	121.203986	24.952786	270598.2355	2760563.563	10
??	Longtan	3.94	15.9	121.2164577	24.86400048	271873.2622	2750731.543	10
??	Hukou	3.6	54.7	121.0388689	24.90009696	253926.5933	2754712.78	10
??	Zhudong	2.14	7.9	121.0889549	24.74091408	258997.847	2737084.183	10
??	Hsinchu	3.05	13.5	120.9723675	24.8056356	247206.4037	2744249.997	10
??	Toufen	2.3	8.9	120.8986929	24.69690679	239749.1152	2732210.903	10
??	Miaoli	2.31	5.8	120.8201147	24.56499183	231778.9513	2717608.589	10
??	Sanyi		45	120.7595675	24.38248443	225610.8072	2697404.393	10
??	Fengyuan	1.86	15.6	120.7425241	24.25699731	223856.2162	2683509.479	10
??	Shalu	1.57	8.5	120.568794	24.225628	206204.9642	2680078.798	10
??	Dali	1.82	4.6	120.6784444	24.09961111	217309.5348	2666092.325	10
??	Zhongming	2.01	10.6	120.641092	24.151958	213526.9718	2671898.973	10
??	Xitun	1.88	31.6	120.616917	24.162197	211073.3337	2673039.462	10
??	Changhua	1.74	6.5	120.541519	24.066	203376.8957	2662408.563	10
??	Xianxi	2.1	9.5	120.469061	24.131672	196036.0031	2669707.797	10
??	Erlin	2.89	10.3	120.409653	23.925175	189901.7565	2646862.1	10
??	Nantou	1.86	11.5	120.685306	23.913	217960.9325	2645423.87	10
??	Douliu	1.34	11.3	120.544994	23.711853	203604.1387	2623186.376	10
??	Lunbei	1.78	6.7	120.348742	23.757547	183615.4515	2628324.597	10
??	Xingang	2.16	6.9	120.345531	23.554839	183185.239	2605876.77	10
??	Puzi	1.86	4.5	120.2478	23.46538	173155.6228	2596018.432	10
??	Taixi	2.22	10.4	120.1993333	23.702175	168350.7048	2622269.861	10
??	Chiayi	3.07	14.9	120.4412515	23.46477865	192918.7784	2595861.802	10
??	Xinying	4.16	11.7	120.31725	23.305633	180167.1651	2578292.065	10
??	Shanhua			120.2974053	23.11337642	178034.4504	2557010.964	10
??	Annan	2.9	8.4	120.2175	23.048197	169810.9055	2549834.555	10
??	Tainan	2.37	13.9	120.22085	22.99123	170120.6725	2543524.177	10
??	Meinong	2.37	6.1	120.530542	22.883583	201833.2379	2531468.788	10
??	Qiaotou	2.33	8.9	120.305689	22.757506	178696.8572	2517598.62	10
??	Renwu	3.01	29.3	120.332631	22.689056	181429.6846	2510006.131	10
??	Fengshan	2.11	5.8	120.357422	22.628126	183947.8166	2503247.93	10
??	Daliao	2.74	7.8	120.425311	22.56413611	190899.162	2496133.724	10
??	Linyuan	2.21	7.1	120.41175	22.4795	189467.6618	2486767.36	10
??	Nanzi	2.63	5.6	120.328289	22.733667	181005.9027	2514948.11	10
??	Zuoying	2.72	7.4	120.292917	22.674861	177341.558	2508453.136	10
??	Qianjin	2.47	8.9	120.2867611	22.63390278	176687.2193	2503920.683	10
??	Qianzhen	2.84	17.4	120.3083336	22.6044507	178889.5598	22.6044507	10
??	Xiaogang	1.56	3.8	120.337736	22.565833	181893.5435	2496358.931	10
??	Pingtung	2.91	9.4	120.488033	22.673081	197391.0605	2508173.804	10
??	Chaozhou	2.57	6.4	120.561175	22.523108	204858.2576	2491543.305	10
??	Hengchun	2.26	4.9	120.788928	21.958069	228199.9944	2428929.591	10
??	Taitung	2.85	11.1	121.15045	22.755358	265450.6396	2517201.492	10
??	Hualien	2.85	12.4	121.599769	23.971306	311035.7319	2651975.171	10
??	Yangming	2.81	21.3	121.529583	25.182722	303377.2655	2786121.42	10
??	Yilan	4.05	25	121.746394	24.747917	325495.3942	2738062.753	10
??	Dongshan	2.48	6.9	121.792928	24.632203	330276.4487	2725272.259	10
??	Sanchong	2.48	11	121.493806	25.072611	299815.8397	2773911.122	10
??	Zhongli	3.31	22.4	121.221667	24.953278	272383.556	2760620.856	10
??	Zhushan	2.15	6.9	120.677306	23.756389	217106.971	2628081.672	10
??	Yonghe	0.77	3.4	121.516306	25.017	302109.2082	2767759.828	10
??	Fuxing	1.99	11.3	120.312017	22.608711	179270.4418	2501118.895	10
??	Puli	1.91	11.9	120.967903	23.968842	246733.614	2651572.87	10
??	Matsu	1.51	12.9	119.9314938	26.15188416	143168.4096	2893811.43	10
??	Kinmen	1.04	6.2	118.312256	24.432133	-22600.7287	2705527.895	10
??	Magong	1.08	2.7	119.566158	23.569031	103626.4632	2608028.345	10
??	Guanshan	1.17	2.5	121.161933	23.045083	266594.619	2549284.521	10
??	Mailiao	1.68	5.2	120.251825	23.753506	173733.7193	2627925.665	10
???	FugueiCape	2.56	13.1	121.5365689	25.29681695	173733.7193	2627925.665	10
??	Dacheng	1.86	5.8	120.2696417	23.85493056	175607.7527	2639149.039	10
??	Keelung	1.52	5.2	121.760056	25.129167	326641.0947	2780300.361	11
??	Xizhi	1.15	4	121.64081	25.06624	314649.5064	2773267.652	11
??	Wanli	2.02	9	121.689881	25.179667	319536.0581	2785856.183	11
??	Xindian	1.52	6.7	121.537778	24.977222	304293.8287	2763362.251	11
??	Tucheng	2.37	5.8	121.451861	24.982528	295617.6015	2763918.33	11
??	Banqiao	1.82	9.4	121.458667	25.012972	296293.3026	2767292.737	11
??	Xinzhuang	1.57	6.3	121.4325	25.037972	293643.389	2770053.158	11
??	Cailiao	2.6	8.7	121.481028	25.06895	298528.2	2773500.962	11
??	Linkou	2.37	6.7	121.3654898	25.07798949	286869.3782	2774465.731	11
??	Tamsui		12	121.449239	25.1645	295285.9191	2784073.597	11
??	Shilin	1.76	5.9	121.5166636	25.10334003	302108.7712	2777323.471	11
??	Zhongshan	1.83	4.4	121.526528	25.062361	303121.3595	2772788.228	11
??	Wanhua	2.26	5.77	121.507972	25.046503	301255.8092	2771024.55	11
??	Guting	1.77	10.8	121.529556	25.020608	303444.953	2768164.63	11
??	Songshan	1.83	6	121.578611	25.05	308381.9745	2771440.514	11
??	Datong	2.07	14.1	121.5134207	25.06331455	301798.5412	2772888.765	11
??	Taoyuan	1.87	9.1	121.3050053	24.9947107	280788.6456	2765226.36	11
??	Dayuan	1.52	6.8	121.2025147	25.06100357	270431.7556	2772549.774	11
??	Guanyin	1.45	5	121.0828309	25.03556747	258358.544	2769719.669	11
??	Pingzhen	0.18	3.4	121.203986	24.952786	270598.2355	2760563.563	11
??	Longtan	2.86	8.2	121.2164577	24.86400048	271873.2622	2750731.543	11
??	Hukou	2.84	31.3	121.0388689	24.90009696	253926.5933	2754712.78	11
??	Zhudong	2.8	9.7	121.0889549	24.74091408	258997.847	2737084.183	11
??	Hsinchu	2.55	7.6	120.9723675	24.8056356	247206.4037	2744249.997	11
??	Toufen	2.1	6	120.8986929	24.69690679	239749.1152	2732210.903	11
??	Miaoli	2.37	7.6	120.8201147	24.56499183	231778.9513	2717608.589	11
??	Sanyi	2.05	11.9	120.7595675	24.38248443	225610.8072	2697404.393	11
??	Fengyuan	1.6	3.9	120.7425241	24.25699731	223856.2162	2683509.479	11
??	Shalu	1.4	4.5	120.568794	24.225628	206204.9642	2680078.798	11
??	Dali	1.69	4.2	120.6784444	24.09961111	217309.5348	2666092.325	11
??	Zhongming	2.43	6.3	120.641092	24.151958	213526.9718	2671898.973	11
??	Xitun	1.64	8.1	120.616917	24.162197	211073.3337	2673039.462	11
??	Changhua	1.48	4.4	120.541519	24.066	203376.8957	2662408.563	11
??	Xianxi	1.83	3.8	120.469061	24.131672	196036.0031	2669707.797	11
??	Erlin	2.46	7.4	120.409653	23.925175	189901.7565	2646862.1	11
??	Nantou	1.52	3	120.685306	23.913	217960.9325	2645423.87	11
??	Douliu	1.17	4.5	120.544994	23.711853	203604.1387	2623186.376	11
??	Lunbei	2.01	5.6	120.348742	23.757547	183615.4515	2628324.597	11
??	Xingang	1.82	4.8	120.345531	23.554839	183185.239	2605876.77	11
??	Puzi	1.43	4.3	120.2478	23.46538	173155.6228	2596018.432	11
??	Taixi	1.25	5.4	120.1993333	23.702175	168350.7048	2622269.861	11
??	Chiayi	3.33	5.8	120.4412515	23.46477865	192918.7784	2595861.802	11
??	Xinying	2.78	9.9	120.31725	23.305633	180167.1651	2578292.065	11
??	Shanhua			120.2974053	23.11337642	178034.4504	2557010.964	11
??	Annan	2.69	6.9	120.2175	23.048197	169810.9055	2549834.555	11
??	Tainan	1.87	6.4	120.22085	22.99123	170120.6725	2543524.177	11
??	Meinong	2.06	6.5	120.530542	22.883583	201833.2379	2531468.788	11
??	Qiaotou	2.12	6.3	120.305689	22.757506	178696.8572	2517598.62	11
??	Renwu	2.73	23.4	120.332631	22.689056	181429.6846	2510006.131	11
??	Fengshan	2.12	13.6	120.357422	22.628126	183947.8166	2503247.93	11
??	Daliao	2.99	6.4	120.425311	22.56413611	190899.162	2496133.724	11
??	Linyuan	1.85	4.1	120.41175	22.4795	189467.6618	2486767.36	11
??	Nanzi	2.26	6.4	120.328289	22.733667	181005.9027	2514948.11	11
??	Zuoying	2.42	5.4	120.292917	22.674861	177341.558	2508453.136	11
??	Qianjin	2.73	7.2	120.2867611	22.63390278	176687.2193	2503920.683	11
??	Qianzhen	2.72	7.6	120.3083336	22.6044507	178889.5598	22.6044507	11
??	Xiaogang	1.73	7.7	120.337736	22.565833	181893.5435	2496358.931	11
??	Pingtung	3.5	8.3	120.488033	22.673081	197391.0605	2508173.804	11
??	Chaozhou	2.35	5.2	120.561175	22.523108	204858.2576	2491543.305	11
??	Hengchun	2.26	5.1	120.788928	21.958069	228199.9944	2428929.591	11
??	Taitung	2.88	6.7	121.15045	22.755358	265450.6396	2517201.492	11
??	Hualien	2.86	11.9	121.599769	23.971306	311035.7319	2651975.171	11
??	Yangming	3.45	22.5	121.529583	25.182722	303377.2655	2786121.42	11
??	Yilan	3.86	11.4	121.746394	24.747917	325495.3942	2738062.753	11
??	Dongshan	2.35	5.4	121.792928	24.632203	330276.4487	2725272.259	11
??	Sanchong	2.33	6.9	121.493806	25.072611	299815.8397	2773911.122	11
??	Zhongli	4.28	21.6	121.221667	24.953278	272383.556	2760620.856	11
??	Zhushan	2.36	10.4	120.677306	23.756389	217106.971	2628081.672	11
??	Yonghe	0.76	2.2	121.516306	25.017	302109.2082	2767759.828	11
??	Fuxing	2.13	14.3	120.312017	22.608711	179270.4418	2501118.895	11
??	Puli	2.15	5.3	120.967903	23.968842	246733.614	2651572.87	11
??	Matsu	1.31	5.3	119.9314938	26.15188416	143168.4096	2893811.43	11
??	Kinmen	1.23	4.1	118.312256	24.432133	-22600.7287	2705527.895	11
??	Magong	0.94	1.9	119.566158	23.569031	103626.4632	2608028.345	11
??	Guanshan	1.01	11.6	121.161933	23.045083	266594.619	2549284.521	11
??	Mailiao	1.07	6.4	120.251825	23.753506	173733.7193	2627925.665	11
???	FugueiCape	2.63	14.6	121.5365689	25.29681695	173733.7193	2627925.665	11
??	Dacheng	2.78	9.1	120.2696417	23.85493056	175607.7527	2639149.039	11
??	Keelung	1.54	7.6	121.760056	25.129167	326641.0947	2780300.361	12
??	Xizhi	1.3	4.3	121.64081	25.06624	314649.5064	2773267.652	12
??	Wanli	1.87	10.6	121.689881	25.179667	319536.0581	2785856.183	12
??	Xindian	2.03	5.1	121.537778	24.977222	304293.8287	2763362.251	12
??	Tucheng	2.37	7.3	121.451861	24.982528	295617.6015	2763918.33	12
??	Banqiao	1.87	7.3	121.458667	25.012972	296293.3026	2767292.737	12
??	Xinzhuang	1.65	5.9	121.4325	25.037972	293643.389	2770053.158	12
??	Cailiao	2	8.5	121.481028	25.06895	298528.2	2773500.962	12
??	Linkou	2.52	14.4	121.3654898	25.07798949	286869.3782	2774465.731	12
??	Tamsui	1.46	8.5	121.449239	25.1645	295285.9191	2784073.597	12
??	Shilin	1.49	7.2	121.5166636	25.10334003	302108.7712	2777323.471	12
??	Zhongshan	1.86	5.2	121.526528	25.062361	303121.3595	2772788.228	12
??	Wanhua	2.45	6.9	121.507972	25.046503	301255.8092	2771024.55	12
??	Guting	1.58	9.4	121.529556	25.020608	303444.953	2768164.63	12
??	Songshan	1.68	6.4	121.578611	25.05	308381.9745	2771440.514	12
??	Datong	2.3	7.4	121.5134207	25.06331455	301798.5412	2772888.765	12
??	Taoyuan	1.68	11.1	121.3050053	24.9947107	280788.6456	2765226.36	12
??	Dayuan	1.53	7.2	121.2025147	25.06100357	270431.7556	2772549.774	12
??	Guanyin	1.47	5.5	121.0828309	25.03556747	258358.544	2769719.669	12
??	Pingzhen	0.33	6	121.203986	24.952786	270598.2355	2760563.563	12
??	Longtan	2.81	17.8	121.2164577	24.86400048	271873.2622	2750731.543	12
??	Hukou	3.3	20.1	121.0388689	24.90009696	253926.5933	2754712.78	12
??	Zhudong	1.73	6.3	121.0889549	24.74091408	258997.847	2737084.183	12
??	Hsinchu	2.57	11.6	120.9723675	24.8056356	247206.4037	2744249.997	12
??	Toufen	2.25	6.5	120.8986929	24.69690679	239749.1152	2732210.903	12
??	Miaoli	2.31	6.4	120.8201147	24.56499183	231778.9513	2717608.589	12
??	Sanyi	2.22	17	120.7595675	24.38248443	225610.8072	2697404.393	12
??	Fengyuan	1.76	5.4	120.7425241	24.25699731	223856.2162	2683509.479	12
??	Shalu	1.48	4.9	120.568794	24.225628	206204.9642	2680078.798	12
??	Dali	1.72	6.5	120.6784444	24.09961111	217309.5348	2666092.325	12
??	Zhongming	2.59	10.6	120.641092	24.151958	213526.9718	2671898.973	12
??	Xitun	1.89	8.4	120.616917	24.162197	211073.3337	2673039.462	12
??	Changhua	1.77	6	120.541519	24.066	203376.8957	2662408.563	12
??	Xianxi	2.18	5.7	120.469061	24.131672	196036.0031	2669707.797	12
??	Erlin	2.71	7.9	120.409653	23.925175	189901.7565	2646862.1	12
??	Nantou	1.88	5.7	120.685306	23.913	217960.9325	2645423.87	12
??	Douliu	1.65	37	120.544994	23.711853	203604.1387	2623186.376	12
??	Lunbei	1.83	9.3	120.348742	23.757547	183615.4515	2628324.597	12
??	Xingang	2.13	8.5	120.345531	23.554839	183185.239	2605876.77	12
??	Puzi	1.38	3.4	120.2478	23.46538	173155.6228	2596018.432	12
??	Taixi	2.19	9.2	120.1993333	23.702175	168350.7048	2622269.861	12
??	Chiayi	3.83	13.4	120.4412515	23.46477865	192918.7784	2595861.802	12
??	Xinying	3.36	16.6	120.31725	23.305633	180167.1651	2578292.065	12
??	Shanhua			120.2974053	23.11337642	178034.4504	2557010.964	12
??	Annan	2.66	7.2	120.2175	23.048197	169810.9055	2549834.555	12
??	Tainan	2.01	9.3	120.22085	22.99123	170120.6725	2543524.177	12
??	Meinong	2.23	6.9	120.530542	22.883583	201833.2379	2531468.788	12
??	Qiaotou	2.2	8.3	120.305689	22.757506	178696.8572	2517598.62	12
??	Renwu	2.84	25.5	120.332631	22.689056	181429.6846	2510006.131	12
??	Fengshan	2.55	29.3	120.357422	22.628126	183947.8166	2503247.93	12
??	Daliao	2.7	7.1	120.425311	22.56413611	190899.162	2496133.724	12
??	Linyuan	2.1	9.1	120.41175	22.4795	189467.6618	2486767.36	12
??	Nanzi	2.09	6.5	120.328289	22.733667	181005.9027	2514948.11	12
??	Zuoying	2.68	8.4	120.292917	22.674861	177341.558	2508453.136	12
??	Qianjin	2.41	7.6	120.2867611	22.63390278	176687.2193	2503920.683	12
??	Qianzhen	2.82	8.3	120.3083336	22.6044507	178889.5598	22.6044507	12
??	Xiaogang	1.63	8.5	120.337736	22.565833	181893.5435	2496358.931	12
??	Pingtung	2.88	17.3	120.488033	22.673081	197391.0605	2508173.804	12
??	Chaozhou	2.57	7.1	120.561175	22.523108	204858.2576	2491543.305	12
??	Hengchun	2.27	6.8	120.788928	21.958069	228199.9944	2428929.591	12
??	Taitung	2.66	8.6	121.15045	22.755358	265450.6396	2517201.492	12
??	Hualien	2.8	10.9	121.599769	23.971306	311035.7319	2651975.171	12
??	Yangming	3.5	26.1	121.529583	25.182722	303377.2655	2786121.42	12
??	Yilan	3.8	18.5	121.746394	24.747917	325495.3942	2738062.753	12
??	Dongshan	2.73	8.5	121.792928	24.632203	330276.4487	2725272.259	12
??	Sanchong	2.43	8.9	121.493806	25.072611	299815.8397	2773911.122	12
??	Zhongli	3.65	17	121.221667	24.953278	272383.556	2760620.856	12
??	Zhushan	1.85	11.4	120.677306	23.756389	217106.971	2628081.672	12
??	Yonghe	1	3.5	121.516306	25.017	302109.2082	2767759.828	12
??	Fuxing	2.07	12.4	120.312017	22.608711	179270.4418	2501118.895	12
??	Puli	2.49	9.3	120.967903	23.968842	246733.614	2651572.87	12
??	Matsu	1.3	6	119.9314938	26.15188416	143168.4096	2893811.43	12
??	Kinmen	1.21	3.4	118.312256	24.432133	-22600.7287	2705527.895	12
??	Magong	0.99	2.3	119.566158	23.569031	103626.4632	2608028.345	12
??	Guanshan	1.19	34.7	121.161933	23.045083	266594.619	2549284.521	12
??	Mailiao	1.57	6	120.251825	23.753506	173733.7193	2627925.665	12
???	FugueiCape	2.89	13.1	121.5365689	25.29681695	173733.7193	2627925.665	12
??	Dacheng	3.23	10.1	120.2696417	23.85493056	175607.7527	2639149.039	12
??	Keelung	1.82	7.6	121.760056	25.129167	326641.0947	2780300.361	13
??	Xizhi	1.57	4.7	121.64081	25.06624	314649.5064	2773267.652	13
??	Wanli	1.78	7	121.689881	25.179667	319536.0581	2785856.183	13
??	Xindian	1.99	4.5	121.537778	24.977222	304293.8287	2763362.251	13
??	Tucheng	2.09	5.6	121.451861	24.982528	295617.6015	2763918.33	13
??	Banqiao	1.9	6.7	121.458667	25.012972	296293.3026	2767292.737	13
??	Xinzhuang	1.52	6.3	121.4325	25.037972	293643.389	2770053.158	13
??	Cailiao	2.16	14.8	121.481028	25.06895	298528.2	2773500.962	13
??	Linkou	2.62	8.9	121.3654898	25.07798949	286869.3782	2774465.731	13
??	Tamsui	2.18	24.2	121.449239	25.1645	295285.9191	2784073.597	13
??	Shilin	1.89	10.6	121.5166636	25.10334003	302108.7712	2777323.471	13
??	Zhongshan	1.86	5.4	121.526528	25.062361	303121.3595	2772788.228	13
??	Wanhua	2.4	5.3	121.507972	25.046503	301255.8092	2771024.55	13
??	Guting	2.15	8.8	121.529556	25.020608	303444.953	2768164.63	13
??	Songshan	1.69	5	121.578611	25.05	308381.9745	2771440.514	13
??	Datong	2.67	32.3	121.5134207	25.06331455	301798.5412	2772888.765	13
??	Taoyuan	1.97	10.6	121.3050053	24.9947107	280788.6456	2765226.36	13
??	Dayuan	1.71	7	121.2025147	25.06100357	270431.7556	2772549.774	13
??	Guanyin	1.74	4.8	121.0828309	25.03556747	258358.544	2769719.669	13
??	Pingzhen	0.38	3.9	121.203986	24.952786	270598.2355	2760563.563	13
??	Longtan	3.28	14.3	121.2164577	24.86400048	271873.2622	2750731.543	13
??	Hukou	3.24	47.5	121.0388689	24.90009696	253926.5933	2754712.78	13
??	Zhudong	1.64	7.1	121.0889549	24.74091408	258997.847	2737084.183	13
??	Hsinchu	2.6	13	120.9723675	24.8056356	247206.4037	2744249.997	13
??	Toufen	2.2	9.8	120.8986929	24.69690679	239749.1152	2732210.903	13
??	Miaoli	2.27	9.8	120.8201147	24.56499183	231778.9513	2717608.589	13
??	Sanyi	2.07	6.4	120.7595675	24.38248443	225610.8072	2697404.393	13
??	Fengyuan	1.91	6.5	120.7425241	24.25699731	223856.2162	2683509.479	13
??	Shalu	1.66	5.5	120.568794	24.225628	206204.9642	2680078.798	13
