"""sitename"""	"""siteengname"""	SO2 Average 	Maximum	X	Y	Xtwd	Ytwd	Months 
??	Chaozhou	1.78	6.9	120.561175	22.523108	204858.2576	2491543.305	17
??	Hengchun	1.58	9.6	120.788928	21.958069	228199.9944	2428929.591	17
??	Taitung	2.66	9.4	121.15045	22.755358	265450.6396	2517201.492	17
??	Hualien	2.28	13.3	121.599769	23.971306	311035.7319	2651975.171	17
??	Yangming	3.27	16.4	121.529583	25.182722	303377.2655	2786121.42	17
??	Yilan	3.45	15.8	121.746394	24.747917	325495.3942	2738062.753	17
??	Dongshan	2.14	7.5	121.792928	24.632203	330276.4487	2725272.259	17
??	Sanchong	1.89	10.1	121.493806	25.072611	299815.8397	2773911.122	17
??	Zhongli	1.82	12.8	121.221667	24.953278	272383.556	2760620.856	17
??	Zhushan	2.08	9.9	120.677306	23.756389	217106.971	2628081.672	17
??	Yonghe	1.19	2.8	121.516306	25.017	302109.2082	2767759.828	17
??	Fuxing	0.37	4.1	120.312017	22.608711	179270.4418	2501118.895	17
??	Puli	1.84	8.8	120.967903	23.968842	246733.614	2651572.87	17
??	Matsu	1.93	6.5	119.9314938	26.15188416	143168.4096	2893811.43	17
??	Kinmen	1.11	7.8	118.312256	24.432133	-22600.7287	2705527.895	17
??	Magong	1.32	2.5	119.566158	23.569031	103626.4632	2608028.345	17
??	Guanshan	1.13	2.5	121.161933	23.045083	266594.619	2549284.521	17
??	Mailiao	1.58	5.2	120.251825	23.753506	173733.7193	2627925.665	17
???	FugueiCape	2.69	13.5	121.5365689	25.29681695	173733.7193	2627925.665	17
??	Dacheng	3.34	9.7	120.2696417	23.85493056	175607.7527	2639149.039	17
??	Keelung	1.49	6.6	121.760056	25.129167	326641.0947	2780300.361	18
??	Xizhi	1.02	3.3	121.64081	25.06624	314649.5064	2773267.652	18
??	Wanli	1.34	11.2	121.689881	25.179667	319536.0581	2785856.183	18
??	Xindian	1.24	5.1	121.537778	24.977222	304293.8287	2763362.251	18
??	Tucheng	1.77	6.6	121.451861	24.982528	295617.6015	2763918.33	18
??	Banqiao	1.28	14.4	121.458667	25.012972	296293.3026	2767292.737	18
??	Xinzhuang	1.1	8.4	121.4325	25.037972	293643.389	2770053.158	18
??	Cailiao	1.51	12.2	121.481028	25.06895	298528.2	2773500.962	18
??	Linkou	1.49	12.2	121.3654898	25.07798949	286869.3782	2774465.731	18
??	Tamsui	1.5	7.2	121.449239	25.1645	295285.9191	2784073.597	18
??	Shilin	1.59	13.7	121.5166636	25.10334003	302108.7712	2777323.471	18
??	Zhongshan	1.16	8.5	121.526528	25.062361	303121.3595	2772788.228	18
??	Wanhua	1.73	8.6	121.507972	25.046503	301255.8092	2771024.55	18
??	Guting	1.27	5.6	121.529556	25.020608	303444.953	2768164.63	18
??	Songshan	1.3	8.2	121.578611	25.05	308381.9745	2771440.514	18
??	Datong	1.91	16.9	121.5134207	25.06331455	301798.5412	2772888.765	18
??	Taoyuan	1.21	8	121.3050053	24.9947107	280788.6456	2765226.36	18
??	Dayuan	1.34	6.8	121.2025147	25.06100357	270431.7556	2772549.774	18
??	Guanyin	1.16	4.1	121.0828309	25.03556747	258358.544	2769719.669	18
??	Pingzhen	0.54	3.5	121.203986	24.952786	270598.2355	2760563.563	18
??	Longtan	1.49	9.3	121.2164577	24.86400048	271873.2622	2750731.543	18
??	Hukou	1.54	13.8	121.0388689	24.90009696	253926.5933	2754712.78	18
??	Zhudong	0.84	4.8	121.0889549	24.74091408	258997.847	2737084.183	18
??	Hsinchu	1.98	8.8	120.9723675	24.8056356	247206.4037	2744249.997	18
??	Toufen	1.57	4.7	120.8986929	24.69690679	239749.1152	2732210.903	18
??	Miaoli	1.53	8.3	120.8201147	24.56499183	231778.9513	2717608.589	18
??	Sanyi	1.36	5.1	120.7595675	24.38248443	225610.8072	2697404.393	18
??	Fengyuan	1.56	4.9	120.7425241	24.25699731	223856.2162	2683509.479	18
??	Shalu	0.81	3.7	120.568794	24.225628	206204.9642	2680078.798	18
??	Dali	1.85	6.2	120.6784444	24.09961111	217309.5348	2666092.325	18
??	Zhongming	1.42	4.9	120.641092	24.151958	213526.9718	2671898.973	18
??	Xitun	2.44	9.3	120.616917	24.162197	211073.3337	2673039.462	18
??	Changhua	1.52	7.7	120.541519	24.066	203376.8957	2662408.563	18
??	Xianxi	1.63	10.1	120.469061	24.131672	196036.0031	2669707.797	18
??	Erlin	1.68	6.7	120.409653	23.925175	189901.7565	2646862.1	18
??	Nantou	2.52	11	120.685306	23.913	217960.9325	2645423.87	18
??	Douliu	1.15	13.1	120.544994	23.711853	203604.1387	2623186.376	18
??	Lunbei	1.3	3.9	120.348742	23.757547	183615.4515	2628324.597	18
??	Xingang	1.62	86.8	120.345531	23.554839	183185.239	2605876.77	18
??	Puzi	1.15	2.7	120.2478	23.46538	173155.6228	2596018.432	18
??	Taixi	1.67	12.1	120.1993333	23.702175	168350.7048	2622269.861	18
??	Chiayi	2.58	26.3	120.4412515	23.46477865	192918.7784	2595861.802	18
??	Xinying	1.88	5.4	120.31725	23.305633	180167.1651	2578292.065	18
??	Shanhua	1.47	9.6	120.2974053	23.11337642	178034.4504	2557010.964	18
??	Annan	1.6	4.3	120.2175	23.048197	169810.9055	2549834.555	18
??	Tainan	2.15	6	120.22085	22.99123	170120.6725	2543524.177	18
??	Meinong	1.66	5.5	120.530542	22.883583	201833.2379	2531468.788	18
??	Qiaotou	1.59	5.2	120.305689	22.757506	178696.8572	2517598.62	18
??	Renwu	1.41	11.1	120.332631	22.689056	181429.6846	2510006.131	18
??	Fengshan	1.6	59.1	120.357422	22.628126	183947.8166	2503247.93	18
??	Daliao	1.51	4.9	120.425311	22.56413611	190899.162	2496133.724	18
??	Linyuan	1.48	4.7	120.41175	22.4795	189467.6618	2486767.36	18
??	Nanzi	1.13	4	120.328289	22.733667	181005.9027	2514948.11	18
??	Zuoying	1.12	5.3	120.292917	22.674861	177341.558	2508453.136	18
??	Qianjin	1.32	9.3	120.2867611	22.63390278	176687.2193	2503920.683	18
??	Qianzhen	1.54	9.7	120.3083336	22.6044507	178889.5598	22.6044507	18
??	Xiaogang	1.67	5.2	120.337736	22.565833	181893.5435	2496358.931	18
??	Pingtung	1.75	7.9	120.488033	22.673081	197391.0605	2508173.804	18
??	Chaozhou	1.46	7	120.561175	22.523108	204858.2576	2491543.305	18
??	Hengchun	2.92	10	120.788928	21.958069	228199.9944	2428929.591	18
??	Taitung	1.94	8.2	121.15045	22.755358	265450.6396	2517201.492	18
??	Hualien	1.67	10.8	121.599769	23.971306	311035.7319	2651975.171	18
??	Yangming	2.42	21.5	121.529583	25.182722	303377.2655	2786121.42	18
??	Yilan	2.4	16.3	121.746394	24.747917	325495.3942	2738062.753	18
??	Dongshan	1.77	11.1	121.792928	24.632203	330276.4487	2725272.259	18
??	Sanchong	1.55	8.1	121.493806	25.072611	299815.8397	2773911.122	18
??	Zhongli	2	21.9	121.221667	24.953278	272383.556	2760620.856	18
??	Zhushan	1.22	7.9	120.677306	23.756389	217106.971	2628081.672	18
??	Yonghe	0.96	2.6	121.516306	25.017	302109.2082	2767759.828	18
??	Fuxing	0.5	6.5	120.312017	22.608711	179270.4418	2501118.895	18
??	Puli	0.95	6.5	120.967903	23.968842	246733.614	2651572.87	18
??	Matsu	0.93	5.5	119.9314938	26.15188416	143168.4096	2893811.43	18
??	Kinmen	0.81	8.7	118.312256	24.432133	-22600.7287	2705527.895	18
??	Magong	0.98	2.2	119.566158	23.569031	103626.4632	2608028.345	18
??	Guanshan	1.13	3.1	121.161933	23.045083	266594.619	2549284.521	18
??	Mailiao	1.62	4.1	120.251825	23.753506	173733.7193	2627925.665	18
???	FugueiCape	1.55	7.6	121.5365689	25.29681695	173733.7193	2627925.665	18
??	Dacheng	1.17	3.9	120.2696417	23.85493056	175607.7527	2639149.039	18
??	Keelung	1.1	6.2	121.760056	25.129167	326641.0947	2780300.361	19
??	Xizhi	0.89	4.8	121.64081	25.06624	314649.5064	2773267.652	19
??	Wanli	1.3	6	121.689881	25.179667	319536.0581	2785856.183	19
??	Xindian	1.02	3.7	121.537778	24.977222	304293.8287	2763362.251	19
??	Tucheng	1.81	6.6	121.451861	24.982528	295617.6015	2763918.33	19
??	Banqiao	1.24	4.8	121.458667	25.012972	296293.3026	2767292.737	19
??	Xinzhuang	0.81	4.7	121.4325	25.037972	293643.389	2770053.158	19
??	Cailiao	1.04	7.1	121.481028	25.06895	298528.2	2773500.962	19
??	Linkou	1.2	10	121.3654898	25.07798949	286869.3782	2774465.731	19
??	Tamsui	1.55	7.6	121.449239	25.1645	295285.9191	2784073.597	19
??	Shilin	1.21	11.4	121.5166636	25.10334003	302108.7712	2777323.471	19
??	Zhongshan	0.83	3.3	121.526528	25.062361	303121.3595	2772788.228	19
??	Wanhua	1.56	6.7	121.507972	25.046503	301255.8092	2771024.55	19
??	Guting	0.98	5.7	121.529556	25.020608	303444.953	2768164.63	19
??	Songshan	1.05	4.3	121.578611	25.05	308381.9745	2771440.514	19
??	Datong	1.9	23.8	121.5134207	25.06331455	301798.5412	2772888.765	19
??	Taoyuan	0.88	8.8	121.3050053	24.9947107	280788.6456	2765226.36	19
??	Dayuan	1.29	9.4	121.2025147	25.06100357	270431.7556	2772549.774	19
??	Guanyin	0.81	4.2	121.0828309	25.03556747	258358.544	2769719.669	19
??	Pingzhen	0.69	8.6	121.203986	24.952786	270598.2355	2760563.563	19
??	Longtan	1.29	8.2	121.2164577	24.86400048	271873.2622	2750731.543	19
??	Hukou	2.92	24.1	121.0388689	24.90009696	253926.5933	2754712.78	19
??	Zhudong	0.82	6.2	121.0889549	24.74091408	258997.847	2737084.183	19
??	Hsinchu	2.14	9.9	120.9723675	24.8056356	247206.4037	2744249.997	19
??	Toufen	1.66	6.5	120.8986929	24.69690679	239749.1152	2732210.903	19
??	Miaoli	1.29	7.5	120.8201147	24.56499183	231778.9513	2717608.589	19
??	Sanyi	1.16	4.8	120.7595675	24.38248443	225610.8072	2697404.393	19
??	Fengyuan	1.57	8.6	120.7425241	24.25699731	223856.2162	2683509.479	19
??	Shalu	0.78	3.8	120.568794	24.225628	206204.9642	2680078.798	19
??	Dali	1.46	5.2	120.6784444	24.09961111	217309.5348	2666092.325	19
??	Zhongming	1.35	4.5	120.641092	24.151958	213526.9718	2671898.973	19
??	Xitun	2.6	12	120.616917	24.162197	211073.3337	2673039.462	19
??	Changhua	1.39	8.7	120.541519	24.066	203376.8957	2662408.563	19
??	Xianxi	1.35	4.5	120.469061	24.131672	196036.0031	2669707.797	19
??	Erlin	1.68	8	120.409653	23.925175	189901.7565	2646862.1	19
??	Nantou	1.62	6.3	120.685306	23.913	217960.9325	2645423.87	19
??	Douliu	1.49	15.8	120.544994	23.711853	203604.1387	2623186.376	19
??	Lunbei	1.33	4.2	120.348742	23.757547	183615.4515	2628324.597	19
??	Xingang	1.75	6.5	120.345531	23.554839	183185.239	2605876.77	19
??	Puzi	1.19	4.1	120.2478	23.46538	173155.6228	2596018.432	19
??	Taixi	1.49	8.5	120.1993333	23.702175	168350.7048	2622269.861	19
??	Chiayi	2.36	14	120.4412515	23.46477865	192918.7784	2595861.802	19
??	Xinying	1.98	4.8	120.31725	23.305633	180167.1651	2578292.065	19
??	Shanhua	1.61	7.1	120.2974053	23.11337642	178034.4504	2557010.964	19
??	Annan	1.56	4.5	120.2175	23.048197	169810.9055	2549834.555	19
??	Tainan	1.83	6.9	120.22085	22.99123	170120.6725	2543524.177	19
??	Meinong	1.59	5	120.530542	22.883583	201833.2379	2531468.788	19
??	Qiaotou	1.6	12.1	120.305689	22.757506	178696.8572	2517598.62	19
??	Renwu	1.27	4.3	120.332631	22.689056	181429.6846	2510006.131	19
??	Fengshan	1.66	13	120.357422	22.628126	183947.8166	2503247.93	19
??	Daliao	1.41	3.6	120.425311	22.56413611	190899.162	2496133.724	19
??	Linyuan	1.75	6.9	120.41175	22.4795	189467.6618	2486767.36	19
??	Nanzi	0.88	4.7	120.328289	22.733667	181005.9027	2514948.11	19
??	Zuoying	1.02	6.6	120.292917	22.674861	177341.558	2508453.136	19
??	Qianjin	1.08	6.6	120.2867611	22.63390278	176687.2193	2503920.683	19
??	Qianzhen	1.63	14.6	120.3083336	22.6044507	178889.5598	22.6044507	19
??	Xiaogang	1.46	4	120.337736	22.565833	181893.5435	2496358.931	19
??	Pingtung	1.81	14.6	120.488033	22.673081	197391.0605	2508173.804	19
??	Chaozhou	1.37	6.3	120.561175	22.523108	204858.2576	2491543.305	19
??	Hengchun	1.62	7.5	120.788928	21.958069	228199.9944	2428929.591	19
??	Taitung	1.79	12.8	121.15045	22.755358	265450.6396	2517201.492	19
??	Hualien	1.32	9.2	121.599769	23.971306	311035.7319	2651975.171	19
??	Yangming	2.45	24.9	121.529583	25.182722	303377.2655	2786121.42	19
??	Yilan	3.05	60.5	121.746394	24.747917	325495.3942	2738062.753	19
??	Dongshan	1.75	13.9	121.792928	24.632203	330276.4487	2725272.259	19
??	Sanchong	2.03	13.6	121.493806	25.072611	299815.8397	2773911.122	19
??	Zhongli	1.52	12.3	121.221667	24.953278	272383.556	2760620.856	19
??	Zhushan	1.66	9.2	120.677306	23.756389	217106.971	2628081.672	19
??	Yonghe	0.88	4.2	121.516306	25.017	302109.2082	2767759.828	19
??	Fuxing	0.9	9.3	120.312017	22.608711	179270.4418	2501118.895	19
??	Puli	0.81	5.1	120.967903	23.968842	246733.614	2651572.87	19
??	Matsu	0.93	4	119.9314938	26.15188416	143168.4096	2893811.43	19
??	Kinmen	0.71	10.7	118.312256	24.432133	-22600.7287	2705527.895	19
??	Magong	1	2.2	119.566158	23.569031	103626.4632	2608028.345	19
??	Guanshan	1.47	2.5	121.161933	23.045083	266594.619	2549284.521	19
??	Mailiao	0.85	5.2	120.251825	23.753506	173733.7193	2627925.665	19
???	FugueiCape	1.07	6.1	121.5365689	25.29681695	173733.7193	2627925.665	19
??	Dacheng	0.89	3.6	120.2696417	23.85493056	175607.7527	2639149.039	19
??	Keelung	0.9	6.7	121.760056	25.129167	326641.0947	2780300.361	20
??	Xizhi	0.95	5.5	121.64081	25.06624	314649.5064	2773267.652	20
??	Wanli	1.21	9.2	121.689881	25.179667	319536.0581	2785856.183	20
??	Xindian	1.08	8.7	121.537778	24.977222	304293.8287	2763362.251	20
??	Tucheng	1.78	7.5	121.451861	24.982528	295617.6015	2763918.33	20
??	Banqiao	1.11	8	121.458667	25.012972	296293.3026	2767292.737	20
??	Xinzhuang	0.8	6.3	121.4325	25.037972	293643.389	2770053.158	20
??	Cailiao	0.99	8.5	121.481028	25.06895	298528.2	2773500.962	20
??	Linkou	1.14	6.5	121.3654898	25.07798949	286869.3782	2774465.731	20
??	Tamsui	1.34	7.4	121.449239	25.1645	295285.9191	2784073.597	20
??	Shilin	1.4	11.5	121.5166636	25.10334003	302108.7712	2777323.471	20
??	Zhongshan	0.98	5.7	121.526528	25.062361	303121.3595	2772788.228	20
??	Wanhua	1.37	10.8	121.507972	25.046503	301255.8092	2771024.55	20
??	Guting	0.68	5.1	121.529556	25.020608	303444.953	2768164.63	20
??	Songshan	1.11	6.7	121.578611	25.05	308381.9745	2771440.514	20
??	Datong	1.71	19.5	121.5134207	25.06331455	301798.5412	2772888.765	20
??	Taoyuan	0.82	5.8	121.3050053	24.9947107	280788.6456	2765226.36	20
??	Dayuan	1.33	11.3	121.2025147	25.06100357	270431.7556	2772549.774	20
??	Guanyin	0.89	4.2	121.0828309	25.03556747	258358.544	2769719.669	20
??	Pingzhen	0.62	6.6	121.203986	24.952786	270598.2355	2760563.563	20
??	Longtan	1.89	10.8	121.2164577	24.86400048	271873.2622	2750731.543	20
??	Hukou	2.77	23.6	121.0388689	24.90009696	253926.5933	2754712.78	20
??	Zhudong	1.11	4.4	121.0889549	24.74091408	258997.847	2737084.183	20
??	Hsinchu	2.04	6.3	120.9723675	24.8056356	247206.4037	2744249.997	20
??	Toufen	1.79	5	120.8986929	24.69690679	239749.1152	2732210.903	20
??	Miaoli	1.39	4.9	120.8201147	24.56499183	231778.9513	2717608.589	20
??	Sanyi	0.93	4	120.7595675	24.38248443	225610.8072	2697404.393	20
??	Fengyuan	1.45	5.8	120.7425241	24.25699731	223856.2162	2683509.479	20
??	Shalu	0.81	3.7	120.568794	24.225628	206204.9642	2680078.798	20
??	Dali	1.55	9.6	120.6784444	24.09961111	217309.5348	2666092.325	20
??	Zhongming	1.86	8	120.641092	24.151958	213526.9718	2671898.973	20
??	Xitun	2.28	13.1	120.616917	24.162197	211073.3337	2673039.462	20
??	Changhua	1.6	4.3	120.541519	24.066	203376.8957	2662408.563	20
??	Xianxi	1.72	12.6	120.469061	24.131672	196036.0031	2669707.797	20
??	Erlin	1.99	15.8	120.409653	23.925175	189901.7565	2646862.1	20
??	Nantou	2.38	14.5	120.685306	23.913	217960.9325	2645423.87	20
??	Douliu	1.99	14.7	120.544994	23.711853	203604.1387	2623186.376	20
??	Lunbei	1.56	5.5	120.348742	23.757547	183615.4515	2628324.597	20
??	Xingang	2.17	9.7	120.345531	23.554839	183185.239	2605876.77	20
??	Puzi	1.34	6.3	120.2478	23.46538	173155.6228	2596018.432	20
??	Taixi	2.28	10.2	120.1993333	23.702175	168350.7048	2622269.861	20
??	Chiayi	3.05	18.8	120.4412515	23.46477865	192918.7784	2595861.802	20
??	Xinying	2.1	7.9	120.31725	23.305633	180167.1651	2578292.065	20
??	Shanhua	1.79	7.1	120.2974053	23.11337642	178034.4504	2557010.964	20
??	Annan	2.07	7.8	120.2175	23.048197	169810.9055	2549834.555	20
??	Tainan	2.2	8.3	120.22085	22.99123	170120.6725	2543524.177	20
??	Meinong	2.11	5.8	120.530542	22.883583	201833.2379	2531468.788	20
??	Qiaotou	2.05	7.9	120.305689	22.757506	178696.8572	2517598.62	20
??	Renwu	1.99	9.2	120.332631	22.689056	181429.6846	2510006.131	20
??	Fengshan	2.56	64.2	120.357422	22.628126	183947.8166	2503247.93	20
??	Daliao	1.89	5.8	120.425311	22.56413611	190899.162	2496133.724	20
??	Linyuan	1.97	11.2	120.41175	22.4795	189467.6618	2486767.36	20
??	Nanzi	1.12	10.2	120.328289	22.733667	181005.9027	2514948.11	20
??	Zuoying	1.15	13.7	120.292917	22.674861	177341.558	2508453.136	20
??	Qianjin	1.18	9.9	120.2867611	22.63390278	176687.2193	2503920.683	20
??	Qianzhen	1.82	28.9	120.3083336	22.6044507	178889.5598	22.6044507	20
??	Xiaogang	1.27	5.3	120.337736	22.565833	181893.5435	2496358.931	20
??	Pingtung	2.04	32.6	120.488033	22.673081	197391.0605	2508173.804	20
??	Chaozhou	1.42	8.8	120.561175	22.523108	204858.2576	2491543.305	20
??	Hengchun	1.48	11.3	120.788928	21.958069	228199.9944	2428929.591	20
??	Taitung	2.17	23.6	121.15045	22.755358	265450.6396	2517201.492	20
??	Hualien	2.01	13.5	121.599769	23.971306	311035.7319	2651975.171	20
??	Yangming	3.01	22.9	121.529583	25.182722	303377.2655	2786121.42	20
??	Yilan	2.71	36.1	121.746394	24.747917	325495.3942	2738062.753	20
??	Dongshan	1.54	18.6	121.792928	24.632203	330276.4487	2725272.259	20
??	Sanchong	2.41	36.8	121.493806	25.072611	299815.8397	2773911.122	20
??	Zhongli	2.18	12.7	121.221667	24.953278	272383.556	2760620.856	20
??	Zhushan	1.87	18.1	120.677306	23.756389	217106.971	2628081.672	20
??	Yonghe	1.04	3.9	121.516306	25.017	302109.2082	2767759.828	20
??	Fuxing	1.28	11.7	120.312017	22.608711	179270.4418	2501118.895	20
??	Puli	1.03	6.6	120.967903	23.968842	246733.614	2651572.87	20
??	Matsu	0.99	6.4	119.9314938	26.15188416	143168.4096	2893811.43	20
??	Kinmen	0.59	3.9	118.312256	24.432133	-22600.7287	2705527.895	20
??	Magong	1.07	2.1	119.566158	23.569031	103626.4632	2608028.345	20
??	Guanshan	1.39	4.7	121.161933	23.045083	266594.619	2549284.521	20
??	Mailiao	0.85	2.1	120.251825	23.753506	173733.7193	2627925.665	20
???	FugueiCape	1.83	9.6	121.5365689	25.29681695	173733.7193	2627925.665	20
??	Dacheng	0.94	4.2	120.2696417	23.85493056	175607.7527	2639149.039	20
??	Keelung	0.68	2.2	121.760056	25.129167	326641.0947	2780300.361	21
??	Xizhi	0.99	3.5	121.64081	25.06624	314649.5064	2773267.652	21
??	Wanli	0.86	13.5	121.689881	25.179667	319536.0581	2785856.183	21
??	Xindian	0.75	6.5	121.537778	24.977222	304293.8287	2763362.251	21
??	Tucheng	1.21	3.7	121.451861	24.982528	295617.6015	2763918.33	21
??	Banqiao	1.04	5.3	121.458667	25.012972	296293.3026	2767292.737	21
??	Xinzhuang	0.64	6.4	121.4325	25.037972	293643.389	2770053.158	21
??	Cailiao	1.11	8.8	121.481028	25.06895	298528.2	2773500.962	21
??	Linkou	0.8	9.3	121.3654898	25.07798949	286869.3782	2774465.731	21
??	Tamsui	0.79	2.8	121.449239	25.1645	295285.9191	2784073.597	21
??	Shilin	1.42	11.7	121.5166636	25.10334003	302108.7712	2777323.471	21
??	Zhongshan	0.68	7.5	121.526528	25.062361	303121.3595	2772788.228	21
??	Wanhua	1.11	3.1	121.507972	25.046503	301255.8092	2771024.55	21
??	Guting	0.83	6.8	121.529556	25.020608	303444.953	2768164.63	21
??	Songshan	0.87	5.3	121.578611	25.05	308381.9745	2771440.514	21
??	Datong	0.92	8.7	121.5134207	25.06331455	301798.5412	2772888.765	21
??	Taoyuan	0.7	10.6	121.3050053	24.9947107	280788.6456	2765226.36	21
??	Dayuan	0.95	4.2	121.2025147	25.06100357	270431.7556	2772549.774	21
??	Guanyin	0.88	5.2	121.0828309	25.03556747	258358.544	2769719.669	21
??	Pingzhen	0.24	4.1	121.203986	24.952786	270598.2355	2760563.563	21
??	Longtan	2.09	24.9	121.2164577	24.86400048	271873.2622	2750731.543	21
??	Hukou	2.69	19	121.0388689	24.90009696	253926.5933	2754712.78	21
??	Zhudong	0.78	4.1	121.0889549	24.74091408	258997.847	2737084.183	21
??	Hsinchu	1.61	19	120.9723675	24.8056356	247206.4037	2744249.997	21
??	Toufen	1.39	4.2	120.8986929	24.69690679	239749.1152	2732210.903	21
??	Miaoli	1.51	5.2	120.8201147	24.56499183	231778.9513	2717608.589	21
??	Sanyi	1.23	4.6	120.7595675	24.38248443	225610.8072	2697404.393	21
??	Fengyuan	1.23	3.9	120.7425241	24.25699731	223856.2162	2683509.479	21
??	Shalu	0.83	3	120.568794	24.225628	206204.9642	2680078.798	21
??	Dali	1.7	7	120.6784444	24.09961111	217309.5348	2666092.325	21
??	Zhongming	2.03	6.5	120.641092	24.151958	213526.9718	2671898.973	21
??	Xitun	1.91	8.4	120.616917	24.162197	211073.3337	2673039.462	21
??	Changhua	1.56	7	120.541519	24.066	203376.8957	2662408.563	21
??	Xianxi	2	9.2	120.469061	24.131672	196036.0031	2669707.797	21
??	Erlin	1.96	9.2	120.409653	23.925175	189901.7565	2646862.1	21
??	Nantou	2.13	10.9	120.685306	23.913	217960.9325	2645423.87	21
??	Douliu	2.01	23	120.544994	23.711853	203604.1387	2623186.376	21
??	Lunbei	1.7	6.6	120.348742	23.757547	183615.4515	2628324.597	21
??	Xingang	2.21	7.7	120.345531	23.554839	183185.239	2605876.77	21
??	Puzi	1.31	4.2	120.2478	23.46538	173155.6228	2596018.432	21
??	Taixi	3.13	16	120.1993333	23.702175	168350.7048	2622269.861	21
??	Chiayi	2.7	15.4	120.4412515	23.46477865	192918.7784	2595861.802	21
??	Xinying	1.63	11.5	120.31725	23.305633	180167.1651	2578292.065	21
??	Shanhua	2.33	9.8	120.2974053	23.11337642	178034.4504	2557010.964	21
??	Annan	2.22	6.3	120.2175	23.048197	169810.9055	2549834.555	21
??	Tainan	2.36	6.8	120.22085	22.99123	170120.6725	2543524.177	21
??	Meinong	2.45	8.8	120.530542	22.883583	201833.2379	2531468.788	21
??	Qiaotou	2.53	7.9	120.305689	22.757506	178696.8572	2517598.62	21
??	Renwu	2.47	19.5	120.332631	22.689056	181429.6846	2510006.131	21
??	Fengshan	1.77	62.9	120.357422	22.628126	183947.8166	2503247.93	21
??	Daliao	2.14	8.3	120.425311	22.56413611	190899.162	2496133.724	21
??	Linyuan	1.7	4.7	120.41175	22.4795	189467.6618	2486767.36	21
??	Nanzi	1.49	6.4	120.328289	22.733667	181005.9027	2514948.11	21
??	Zuoying	1.44	5.1	120.292917	22.674861	177341.558	2508453.136	21
??	Qianjin	1.87	5.7	120.2867611	22.63390278	176687.2193	2503920.683	21
??	Qianzhen	1.9	14.4	120.3083336	22.6044507	178889.5598	22.6044507	21
??	Xiaogang	1.31	5	120.337736	22.565833	181893.5435	2496358.931	21
??	Pingtung	2.03	16.2	120.488033	22.673081	197391.0605	2508173.804	21
??	Chaozhou	1.65	5.6	120.561175	22.523108	204858.2576	2491543.305	21
??	Hengchun	1.87	7.4	120.788928	21.958069	228199.9944	2428929.591	21
??	Taitung	2.48	7.5	121.15045	22.755358	265450.6396	2517201.492	21
??	Hualien	1.7	9.1	121.599769	23.971306	311035.7319	2651975.171	21
??	Yangming	2.79	32.7	121.529583	25.182722	303377.2655	2786121.42	21
??	Yilan	2.39	14.1	121.746394	24.747917	325495.3942	2738062.753	21
??	Dongshan	1.66	9.4	121.792928	24.632203	330276.4487	2725272.259	21
??	Sanchong	2.35	11.1	121.493806	25.072611	299815.8397	2773911.122	21
??	Zhongli	2.13	14.7	121.221667	24.953278	272383.556	2760620.856	21
??	Zhushan	1.94	7.9	120.677306	23.756389	217106.971	2628081.672	21
??	Yonghe	1.01	2.4	121.516306	25.017	302109.2082	2767759.828	21
??	Fuxing	1.41	8.9	120.312017	22.608711	179270.4418	2501118.895	21
??	Puli	1.15	17	120.967903	23.968842	246733.614	2651572.87	21
??	Matsu	0.91	5.5	119.9314938	26.15188416	143168.4096	2893811.43	21
??	Kinmen	0.71	2.6	118.312256	24.432133	-22600.7287	2705527.895	21
??	Magong	1.12	3	119.566158	23.569031	103626.4632	2608028.345	21
??	Guanshan	1.28	2.6	121.161933	23.045083	266594.619	2549284.521	21
??	Mailiao	0.89	2.2	120.251825	23.753506	173733.7193	2627925.665	21
???	FugueiCape	1.81	5.9	121.5365689	25.29681695	173733.7193	2627925.665	21
??	Dacheng	0.86	3	120.2696417	23.85493056	175607.7527	2639149.039	21
??	Keelung	0.9	9.5	121.760056	25.129167	326641.0947	2780300.361	22
??	Xizhi	0.99	6.1	121.64081	25.06624	314649.5064	2773267.652	22
??	Wanli	1.08	7.6	121.689881	25.179667	319536.0581	2785856.183	22
??	Xindian	0.95	6.2	121.537778	24.977222	304293.8287	2763362.251	22
??	Tucheng	1.33	7.1	121.451861	24.982528	295617.6015	2763918.33	22
??	Banqiao	1.31	6.9	121.458667	25.012972	296293.3026	2767292.737	22
??	Xinzhuang	1.17	6.4	121.4325	25.037972	293643.389	2770053.158	22
??	Cailiao	1.22	7	121.481028	25.06895	298528.2	2773500.962	22
??	Linkou	1.17	8.5	121.3654898	25.07798949	286869.3782	2774465.731	22
??	Tamsui	1.11	4.6	121.449239	25.1645	295285.9191	2784073.597	22
??	Shilin	1.52	11.4	121.5166636	25.10334003	302108.7712	2777323.471	22
??	Zhongshan	0.79	3.7	121.526528	25.062361	303121.3595	2772788.228	22
??	Wanhua	1.57	9	121.507972	25.046503	301255.8092	2771024.55	22
??	Guting	0.89	4.6	121.529556	25.020608	303444.953	2768164.63	22
??	Songshan	1.03	5.7	121.578611	25.05	308381.9745	2771440.514	22
??	Datong	1.04	23	121.5134207	25.06331455	301798.5412	2772888.765	22
??	Taoyuan	0.84	6.7	121.3050053	24.9947107	280788.6456	2765226.36	22
??	Dayuan	1.24	9.2	121.2025147	25.06100357	270431.7556	2772549.774	22
